,text,byline
194,"ConnCAN is leading a movement to improve education outcomes for Connecticut’s kids. We bring advocates, policymakers, parents and educators together to give all kids access to the great public schools they deserve.","50CAN, INC."
195,"🎓 What does #EducationJusticeNow mean to you and your community? Ramon Garcia believes a greater focus on learning can be achieved with programs that address behavioral issues, so kids can reach their full academic potential.

House Bill 5283 would invest MILLIONS in additional funding to #Connecticut public #schools through a #student-centered approach. 

➡️ Send an email to legislators with a few clicks https://p2a.co/IjyotSO","50CAN, INC."
196,"I’ve fought to restore Connecticut’s finances, while cutting taxes and investing in schools, health care, and public safety.",NED FOR CT
197,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
198,"I’ve fought to restore Connecticut’s finances, while cutting taxes and investing in schools, health care, and public safety.",NED FOR CT
199,"I’m fighting for Connecticut families by suspending the gas tax, providing much-needed relief for everyone at the pump.",NED FOR CT
200,"I’m fighting for Connecticut families by suspending the gas tax, providing much-needed relief for everyone at the pump.",NED FOR CT
201,"I’ve fought to balance our state’s budget, while investing in schools, health care, and public safety.",NED FOR CT
202,"I’ve fought to balance our state’s budget, while investing in schools, health care, and public safety.",NED FOR CT
203,"I’m fighting for Connecticut families by suspending the gas tax, providing much-needed relief for everyone at the pump.",NED FOR CT
204,"Community-based nonprofits help families and individuals as we emerge from the pandemic. But we can’t address CT’s issues without funding. 

Tell lawmakers to support a $153 million increase in funding to support vital programs.

Click below to receive a pre-loaded message you can edit and send to your legislators with important information about The Alliance’s legislative priorities.

Take Action Now https://ctnonprofitalliance.org/contact-your-legislator/",CT COMMUNITY NON PROFIT ALLIANCE INC
205,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
206,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
207,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
208,"Connecticut is already split… Yankees vs. Red Sox.  Patriots vs. Giants. Our day-to-day lives are not a sporting event. Our economy, our safety, and our children’s’ education is real life, and we need to take it seriously. Time for common sense, not politics.",Paul For Senate
209,"Connecticut is already split… Yankees vs. Red Sox.  Patriots vs. Giants. Our day-to-day lives are not a sporting event. Our economy, our safety, and our children’s’ education is real life, and we need to take it seriously. Time for common sense, not politics.",Paul For Senate
210,"Our fair housing month event this year will discuss the negative stigmas and racist stereotypes of residents of affordable housing. Our goal is to continue to reduce barriers to affordable housing development and preservation and promote integration in our communities. Meet our wonderful panel! 

On Monday, April 25th, 2022 from 4:00pm to 6:00pm we will be joined by Lisa Belkin, the author of Show Me A Hero: A Tale of Murder, Suicide, Race, and Redemption, as well as:

• Dione Dwyer, President of Resident Council - PT Partners
• Anika Singh Lemar, Clinical Professor at Yale Law School, and
• Maribel Betances, Resident Leader - PT Partners

We hope to see you there! Please register here: https://bit.ly/CFHC-Show-Me-A-Hero to receive webinar link. 

Learn more about the event on our website: https://www.ctfairhousing.org/educationoutreach/show-me-a-hero-a-virtual-viewing-and-panel-discussion/","CONNECTICUT FAIR HOUSING CENTER, INC."
211,Get to know Paul Crisci and find out why he is committed to being the voice of common sense for District 12 in the Connecticut State Senate.,Paul For Senate
212,Get to know Paul Crisci and find out why he is committed to being the voice of common sense for District 12 in the Connecticut State Senate.,Paul For Senate
213,"As a successful business owner and consultant, Paul Crisci will bring his knowledge and experience to the Capitol!",Paul For Senate
214,Paul Crisci is committed to resolving important issues when they arise - not when it’s convenient!,Paul For Senate
215,"Paul Crisci – a name you’ll soon be hearing a lot. Why? Because Paul Crisci is determined to become the new voice of District 12. And with your support, you can help bring common sense to the Capitol.",Paul For Senate
216,"As a successful business owner and consultant, Paul Crisci will bring his knowledge and experience to the Capitol!",Paul For Senate
217,Paul Crisci is committed to resolving important issues when they arise - not when it’s convenient!,Paul For Senate
218,"Paul Crisci – a name you’ll soon be hearing a lot. Why? Because Paul Crisci is determined to become the new voice of District 12. And with your support, you can help bring common sense to the Capitol.",Paul For Senate
219,"Just because Connecticut is an at-will employment state does not mean that every employee’s termination is lawful. Under Connecticut law, termination is unlawful if it was due to discrimination, retaliation, public policy violations, or breach of contract. http://ow.ly/2EuB50IGNcl","Garrison, Levin-Epstein, Fitzgerald & Pirrotti, P.C. "
220,The massive state employee union agreement awaiting approval by Connecticut’s General Assembly will cost far more than estimates suggest.,The Yankee Institute for Public Policy
221,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
222,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
223,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
224,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
225,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
226,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
227,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
228,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
229,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
230,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
231,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
232,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
233,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
234,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
235,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
236,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
237,Cost increases are hitting families in Connecticut. That’s why Governor Lamont and the Legislature have suspended the gas tax. It’ll cost you less to fill up at the pump. That’s real relief for Connecticut families. Add your name and find out more about how the Governor is working for you.,NED FOR CT
238,"Lower taxes are on the way, Connecticut. Have you heard? The gas tax is now suspended. You’ll pay 25 cents less a gallon, thanks to legislation from Governor Lamont and the legislature. Sign up now to learn what else is in store.",NED FOR CT
239,"Paul Crisci – a name you’ll soon be hearing a lot. Why? Because Paul Crisci is determined to become the new voice of District 12. And with your support, you can help bring common sense to the Capitol.",Paul For Senate
240,"Paul Crisci – a name you’ll soon be hearing a lot. Why? Because Paul Crisci is determined to become the new voice of District 12. And with your support, you can help bring common sense to the Capitol.",Paul For Senate
241,"In this #podcast episode ... powered by Green Valley Tree LLC 

He grew up living and working in #Groton, #Connecticut and became a #techentrepreneur

We talk with Robert Boris for State Representative  to find out WHY he now wants to get involved with #localpolitics and represent the 41st district

And we take a look at other stories making the headlines from around the region sponsored by CT by the Numbers   
#media #reporting #journalism #election2022 Aundré Bumgardner for Groton  #democrats #republicans Office of Governor Ned Lamont",Brian Scott-Smith - Broadcaster
242,"Marisabel Huarca Eguizabal supports House Bill 5283 which would send $5.75 million in additional funding to New London Public Schools. As a parent advocate, Marisabel knows this bill can provide students across Connecticut with individualized support, more nutritious meals, greater cultural representation among educators, and resources that expedite learning recovery. Email your state legislators now with just a few clicks! https://p2a.co/IjyotSO

What does education funding mean to you? Join Marisabel and take action to support House Bill 5283 and the future of our students! 

Review the legislation https://bit.ly/3KD9yfj

#students #teachers #parents #education #publicschools #EducationJusticeNow","50CAN, INC."
243,"Big News for Seniors who live in Connecticut!

As of April 1st, 2022, Connecticut has approved a State Regulated Burial Program that is now available to Every Senior regardless of most pre-existing conditions.

DO NOT PAY FOR LIFE INSURANCE UNTIL YOU KNOW HOW THIS WORKS!

If you were born prior to 1975, we can help you qualify for this affordable, state regulated burial program that is designed to cover the ENTIRE cost of your final expenses up to $25,000.

Why leave your family with this unnecessary financial burden when we have helped THOUSANDS of local seniors qualify for this important State regulated burial program.

So don't wait! Click the {LEARN MORE} tab below to find out just how simple it is to qualify with our help.",United Solutions
244,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
245,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
246,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
247,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
248,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
249,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
250,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
251,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
252,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
253,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
254,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
255,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
256,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
257,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
258,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
259,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
260,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
261,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
262,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
263,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
264,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
265,"Connecticut, you’ll be paying less to fill up your vehicle. Governor Lamont has suspended the gas tax, starting in April. Sign up now to learn more about the Governor’s efforts to bring relief to middle class families across Connecticut.",NED FOR CT
266,"Hey Connecticut, have you heard? Governor Lamont has signed a bill suspending the gas tax. This means real relief for working families across the state. Add your name now to get more updates on what Gov. Lamont is doing for Connecticut >>",NED FOR CT
267,Steve Jensen has the latest on a shooting involving the Connecticut State Police that went unmentioned in the police report and press release on the incident.,CT Examiner LLC
268,"Banning plastic trays could cost Connecticut schools up to $2.7 million in added costs. Don’t leave our schools on the hook, act now.",American Chemistry Council
269,"Banning plastic trays could cost Connecticut schools up to $2.7 million in added costs. Don’t leave our schools on the hook, act now.",American Chemistry Council
270,A ban on plastic food packaging could hurt Connecticut small businesses. Many CT restaurants rely on plastic food packaging and lawmakers want to ban them. Speak up for your local businesses today.,American Chemistry Council
271,A ban on plastic food packaging could hurt Connecticut small businesses. Many CT restaurants rely on plastic food packaging and lawmakers want to ban them. Speak up for your local businesses today.,American Chemistry Council
272,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
273,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
274,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
275,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
276,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
277,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
278,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
279,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
280,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
281,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
282,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
283,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
284,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
285,Female athletes aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening?,PragerU
286,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
287,"Selina Soule was one of the top five female high school sprinters in Connecticut... until competing against biological boys changed the game. Now, women aren’t just losing their races — they’re losing their chances to compete at all. Why is this happening? And what should we do about it?",PragerU
288,"We all rely on public services to keep our communities moving forward, but those critical services are at risk from severe understaffing and underfunding. We must properly staff and fund public services - now before it is too late.",CT State Employee Bargaining Agent Coalition
289,"We all rely on public services to keep our communities moving forward, but those critical services are at risk from severe understaffing and underfunding. We must properly staff and fund public services - now before it is too late.",CT State Employee Bargaining Agent Coalition
290,"We all rely on public services to keep our communities moving forward, but those critical services are at risk from severe understaffing and underfunding. We must properly staff and fund public services - now before it is too late.",CT State Employee Bargaining Agent Coalition
291,"We all rely on public services to keep our communities moving forward, but those critical services are at risk from severe understaffing and underfunding. We must properly staff and fund public services - now before it is too late.",CT State Employee Bargaining Agent Coalition
292,"CT Democrats are advancing an anti-jobs agenda in Connecticut.

This bill will hurt small businesses, deplete the state's unemployment trust fund that's been tapped during the pandemic, and further stunt Connecticut’s slow-growth economy.

If we want to grow jobs, CT must stop pushing more burdens onto the state's job creators and creating barriers to opportunity for our families. There is a better way. www.BetterWayCT.com",Connecticut Senate Republicans
293,"COVID-19 vaccines- and especially boosters- are a safe way to reduce your risk of serious illness, hospitalization, and death.

As COVID-19 cases begin to rise in Connecticut, protect yourself by getting vaccinated.

Questions about COVID-19 vaccines? Kindly let us know in the comments, and we are happy to respond to you directly or in a future post!",UConn Extension
294,"Big News for Seniors who live in Connecticut!

As of April 1st, 2022, Connecticut has approved a State Regulated Burial Program that is now available to Every Senior regardless of most pre-existing conditions.

DO NOT PAY FOR LIFE INSURANCE UNTIL YOU KNOW HOW THIS WORKS!

If you were born prior to 1975, we can help you qualify for this affordable, state regulated burial program that is designed to cover the ENTIRE cost of your final expenses up to $25,000.

Why leave your family with this unnecessary financial burden when we have helped THOUSANDS of local seniors qualify for this important State regulated burial program.

So don't wait! Click the {LEARN MORE} tab below to find out just how simple it is to qualify with our help.",United Solutions
295,"Big News for Seniors who live in Connecticut!

As of April 1st, 2022, Connecticut has approved a State Regulated Burial Program that is now available to Every Senior regardless of most pre-existing conditions.

DO NOT PAY FOR LIFE INSURANCE UNTIL YOU KNOW HOW THIS WORKS!

If you were born prior to 1975, we can help you qualify for this affordable, state regulated burial program that is designed to cover the ENTIRE cost of your final expenses up to $25,000.

Why leave your family with this unnecessary financial burden when we have helped THOUSANDS of local seniors qualify for this important State regulated burial program.

So don't wait! Click the {LEARN MORE} tab below to find out just how simple it is to qualify with our help.",United Solutions
296,"🚨TAKE ACTION🚨 Wild animals don’t belong in circuses or other traveling shows where they are typically subjected to neglect, abusive training and prolonged confinement. Please send a message to your state legislators urging them to support HB 5293 with no amendments, to prohibit the use of certain animals in circuses and traveling shows in Connecticut>> https://secured.humanesociety.org/page/103531/action/1","HUMANE SOCIETY OF THE UNITED STATES, THE"
297,Two major developments have come out of the recent changes to Connecticut’s FMLA laws. This video explains how they both benefit Connecticut employees going forward. http://ow.ly/Gyg650IGN0S,"Garrison, Levin-Epstein, Fitzgerald & Pirrotti, P.C. "
298,Two major developments have come out of the recent changes to Connecticut’s FMLA laws. This video explains how they both benefit Connecticut employees going forward. http://ow.ly/Gyg650IGN0S,"Garrison, Levin-Epstein, Fitzgerald & Pirrotti, P.C. "
299,Connecticut legislators are proposing an overreaching nicotine limit and ban on flavored vapor products. Tell them to vote NO today.,"RAI Services Company, a subsidiary of Reynolds American Inc."
300,This proposed nicotine limit and ban on flavored vapor products tells adults what they can and can't do and discriminates against adult tobacco consumers,"RAI Services Company, a subsidiary of Reynolds American Inc."
301,Connecticut legislators are proposing an overreaching nicotine limit and ban on flavored vapor products. Tell them to vote NO today.,"RAI Services Company, a subsidiary of Reynolds American Inc."
302,Connecticut legislators are proposing an overreaching nicotine limit and ban on flavored vapor products. Tell them to vote NO today.,"RAI Services Company, a subsidiary of Reynolds American Inc."
303,This proposed nicotine limit and ban on flavored vapor products tells adults what they can and can't do and discriminates against adult tobacco consumers,"RAI Services Company, a subsidiary of Reynolds American Inc."
304,Tell your legislator to stop discriminating against tobacco consumers and vote NO on SB 367.,"RAI Services Company, a subsidiary of Reynolds American Inc."
305,Tell your legislator that they should vote NO on SB 367 which would ban the sale of vapor products that are flavored or exceed more than .35 mg/ml nicotine content. Let them know that you make the informed decision to use legal products and don’t want your choices stripped away.,"RAI Services Company, a subsidiary of Reynolds American Inc."
306,Tell your legislator to stop discriminating against tobacco consumers and vote NO on SB 367.,"RAI Services Company, a subsidiary of Reynolds American Inc."
307,Tell your legislator to stop discriminating against tobacco consumers and vote NO on SB 367.,"RAI Services Company, a subsidiary of Reynolds American Inc."
308,This proposed nicotine limit and ban on flavored vapor products tells adults what they can and can't do and discriminates against adult tobacco consumers,"RAI Services Company, a subsidiary of Reynolds American Inc."
309,Tell your legislator to stop discriminating against tobacco consumers and vote NO on SB 367.,"RAI Services Company, a subsidiary of Reynolds American Inc."
310,Tell your legislator that they should vote NO on SB 367 which would ban the sale of vapor products that are flavored or exceed more than .35 mg/ml nicotine content. Let them know that you make the informed decision to use legal products and don’t want your choices stripped away.,"RAI Services Company, a subsidiary of Reynolds American Inc."
311,This proposed nicotine limit and ban on flavored vapor products tells adults what they can and can't do and discriminates against adult tobacco consumers,"RAI Services Company, a subsidiary of Reynolds American Inc."
312,Tell your legislator that they should vote NO on SB 367 which would ban the sale of vapor products that are flavored or exceed more than .35 mg/ml nicotine content. Let them know that you make the informed decision to use legal products and don’t want your choices stripped away.,"RAI Services Company, a subsidiary of Reynolds American Inc."
313,Tell your legislator that they should vote NO on SB 367 which would ban the sale of vapor products that are flavored or exceed more than .35 mg/ml nicotine content. Let them know that you make the informed decision to use legal products and don’t want your choices stripped away.,"RAI Services Company, a subsidiary of Reynolds American Inc."
314,Connecticut legislators are proposing an overreaching nicotine limit and ban on flavored vapor products. Tell them to vote NO today.,"RAI Services Company, a subsidiary of Reynolds American Inc."
315,Submit a Claim Online!,Paid Family and Medical Leave insurance authority
316,If you’re running a small business and looking for helpful information regarding CT Paid Leave benefits — have no fear! We’ve created a webpage just for you! Learn more about how CT Paid Leave may impact your business and learn more about what to do when an employee applies for leave. Visit the Small Business Webpage.,Paid Family and Medical Leave insurance authority
317,If you’re running a small business and looking for helpful information regarding CT Paid Leave benefits — have no fear! We’ve created a webpage just for you! Learn more about how CT Paid Leave may impact your business and learn more about what to do when an employee applies for leave. Visit the Small Business Webpage.,Paid Family and Medical Leave insurance authority
318,"Banning plastic trays could cost Connecticut schools up to $2.7 million in added costs. Don’t leave our schools on the hook, act now.",American Chemistry Council
319,"Banning plastic trays could cost Connecticut schools up to $2.7 million in added costs. Don’t leave our schools on the hook, act now.",American Chemistry Council
320,A ban on plastic food packaging could hurt Connecticut small businesses. Many CT restaurants rely on plastic food packaging and lawmakers want to ban them. Speak up for your local businesses today.,American Chemistry Council
321,A ban on plastic food packaging could hurt Connecticut small businesses. Many CT restaurants rely on plastic food packaging and lawmakers want to ban them. Speak up for your local businesses today.,American Chemistry Council
322,"Big News for Seniors who live in Connecticut!

As of April 1st, 2022, Connecticut has approved a State Regulated Burial Program that is now available to Every Senior regardless of most pre-existing conditions.

DO NOT PAY FOR LIFE INSURANCE UNTIL YOU KNOW HOW THIS WORKS!

If you were born prior to 1975, we can help you qualify for this affordable, state regulated burial program that is designed to cover the ENTIRE cost of your final expenses up to $25,000.

Why leave your family with this unnecessary financial burden when we have helped THOUSANDS of local seniors qualify for this important State regulated burial program.

So don't wait! Click the {LEARN MORE} tab below to find out just how simple it is to qualify with our help.",United Solutions
323,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
324,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
325,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
326,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
327,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
328,Flavored e-cigs are packed with nicotine and pose a danger to kids’ health. It’s time for Connecticut to join their neighboring states in ending the sale of flavored e-cigs.,TOBACCO-FREE KIDS ACTION FUND
329,,TOBACCO-FREE KIDS ACTION FUND
330,Paul Crisci is committed to resolving important issues when they arise - not when it’s convenient!,Paul For Senate
331,Paul Crisci is committed to resolving important issues when they arise - not when it’s convenient!,Paul For Senate
332,"As a successful business owner and consultant, Paul Crisci will bring his knowledge and experience to the Capitol!",Paul For Senate
333,"As a successful business owner and consultant, Paul Crisci will bring his knowledge and experience to the Capitol!",Paul For Senate
334,"Paul Crisci – a name you’ll soon be hearing a lot. Why? Because Paul Crisci is determined to become the new voice of District 12. And with your support, you can help bring common sense to the Capitol.",Paul For Senate
335,"Paul Crisci – a name you’ll soon be hearing a lot. Why? Because Paul Crisci is determined to become the new voice of District 12. And with your support, you can help bring common sense to the Capitol.",Paul For Senate
336,Get to know Paul Crisci and find out why he is committed to being the voice of common sense for District 12 in the Connecticut State Senate.,Paul For Senate
337,Get to know Paul Crisci and find out why he is committed to being the voice of common sense for District 12 in the Connecticut State Senate.,Paul For Senate
338,"Senator Dick Blumenthal recently attended a meeting of the Communist Party right here in Connecticut.

That's right–your sitting Senator in Congress attended a Communist Party awards dinner. Are you as mad as I am? Of course, you are.

Join me in taking down Dick Blumenthal this November! >>",THEMIS 2022 INC.
339,"“Are non-compete agreements enforceable in Connecticut?”

Currently, under Connecticut law, a non-compete is only enforceable against a former employee if it is “reasonable.” However, the Connecticut General Assembly is currently considering a new law (H.B. 5249) to considerably limit the use of non-competes. http://ow.ly/LXUV50IGM4p","Garrison, Levin-Epstein, Fitzgerald & Pirrotti, P.C. "
340,Say no to SB-13: A dangerous bill that could reduce access to breakthrough medical treatments for patients in Connecticut.,Pfizer Inc.
341,Say no to SB-13: A dangerous bill that could reduce access to breakthrough medical treatments for patients in Connecticut.,Pfizer Inc.
342,Say no to SB-13: A dangerous bill that could reduce access to breakthrough medical treatments for patients in Connecticut.,Pfizer Inc.
343,Say no to SB-13: A dangerous bill that could reduce access to breakthrough medical treatments for patients in Connecticut.,Pfizer Inc.
344,A ban on plastic food packaging could hurt Connecticut small businesses. Many CT restaurants rely on plastic food packaging and lawmakers want to ban them. Speak up for your local businesses today.,American Chemistry Council
